pocket_inchi,pocket_filename,protein_filename,representative,representative_name,protein_name,domain,organism,protein_code,chain_code,ligand_code,ligand_occupancy,int.protein_code,int.chain_code,int.protein_name,int.domain,int.organism
6xkf1B_004_______________,Pocket_004_6xkf1_1_B.pdb,6xkf1_1_B.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,6XKF,B, , , , , , , 
6xkf1B_003_______________,Pocket_003_6xkf1_1_B.pdb,6xkf1_1_B.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,6XKF,B, , , , , , , 
6xkf1B_002_______________,Pocket_002_6xkf1_1_B.pdb,6xkf1_1_B.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,6XKF,B, , , , , , , 
6xkf1B_001_______________,Pocket_001_6xkf1_1_B.pdb,6xkf1_1_B.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,6XKF,B, , , , , , , 
6xkf1A_002_______________,Pocket_002_6xkf1_1_A.pdb,6xkf1_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,6XKF,A, , , , , , , 
6xkf1A_001_______________,Pocket_001_6xkf1_1_A.pdb,6xkf1_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,6XKF,A, , , , , , , 
6xip1B_005_______________,Pocket_005_6xip1_1_B.pdb,6xip1_1_B.pdb, , ,Nsp-8,cd21831,Severe acute respiratory syndrome coronavirus 2,6XIP,B, , , , , , , 
6xip1B_004_______________,Pocket_004_6xip1_1_B.pdb,6xip1_1_B.pdb, , ,Nsp-8,cd21831,Severe acute respiratory syndrome coronavirus 2,6XIP,B, , , , , , , 
6xip1B_003_______________,Pocket_003_6xip1_1_B.pdb,6xip1_1_B.pdb, , ,Nsp-8,cd21831,Severe acute respiratory syndrome coronavirus 2,6XIP,B, , , , , , , 
6xip1B_002_______________,Pocket_002_6xip1_1_B.pdb,6xip1_1_B.pdb, , ,Nsp-8,cd21831,Severe acute respiratory syndrome coronavirus 2,6XIP,B, , ,6xip,A,Nsp-7,cd21827,Severe acute respiratory syndrome coronavirus 2
6xip1B_001_______________,Pocket_001_6xip1_1_B.pdb,6xip1_1_B.pdb, , ,Nsp-8,cd21831,Severe acute respiratory syndrome coronavirus 2,6XIP,B, , , , , , , 
6xip1A_002_______________,Pocket_002_6xip1_1_A.pdb,6xip1_1_A.pdb, , ,Nsp-7,cd21827,Severe acute respiratory syndrome coronavirus 2,6XIP,A, , ,6xip,B,Nsp-8,cd21831,Severe acute respiratory syndrome coronavirus 2
6xip1A_001_______________,Pocket_001_6xip1_1_A.pdb,6xip1_1_A.pdb, , ,Nsp-7,cd21827,Severe acute respiratory syndrome coronavirus 2,6XIP,A, , ,6xip,B,Nsp-8,cd21831,Severe acute respiratory syndrome coronavirus 2
6xhu1C_004_______________,Pocket_004_6xhu1_1_C.pdb,6xhu1_1_C.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,6XHU,C, , , , , , , 
6xhu1C_003_______________,Pocket_003_6xhu1_1_C.pdb,6xhu1_1_C.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,6XHU,C, , , , , , , 
6xhu1C_002_______________,Pocket_002_6xhu1_1_C.pdb,6xhu1_1_C.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,6XHU,C, , , , , , , 
6xhu1C_001_______________,Pocket_001_6xhu1_1_C.pdb,6xhu1_1_C.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,6XHU,C, , , , , , , 
6xhu1A_005_______________,Pocket_005_6xhu1_1_A.pdb,6xhu1_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,6XHU,A, , , , , , , 
6xhu1A_004_______________,Pocket_004_6xhu1_1_A.pdb,6xhu1_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,6XHU,A, , , , , , , 
6xhu1A_003_______________,Pocket_003_6xhu1_1_A.pdb,6xhu1_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,6XHU,A, , , , , , , 
6xhu1A_002_______________,Pocket_002_6xhu1_1_A.pdb,6xhu1_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,6XHU,A, , , , , , , 
6xhu1A_001_______________,Pocket_001_6xhu1_1_A.pdb,6xhu1_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,6XHU,A, , , , , , , 
6xho1B_003_______________,Pocket_003_6xho1_1_B.pdb,6xho1_1_B.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome-related coronavirus,6XHO,B,V34,0.838, , , , , 
6xho1B_002_______________,Pocket_002_6xho1_1_B.pdb,6xho1_1_B.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome-related coronavirus,6XHO,B, , , , , , , 
6xho1B_001_______________,Pocket_001_6xho1_1_B.pdb,6xho1_1_B.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome-related coronavirus,6XHO,B, , , , , , , 
6xho1A_005_______________,Pocket_005_6xho1_1_A.pdb,6xho1_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome-related coronavirus,6XHO,A, , , , , , , 
6xho1A_004_______________,Pocket_004_6xho1_1_A.pdb,6xho1_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome-related coronavirus,6XHO,A, , , , , , , 
6xho1A_003_______________,Pocket_003_6xho1_1_A.pdb,6xho1_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome-related coronavirus,6XHO,A,V34,0.865, , , , , 
6xho1A_002_______________,Pocket_002_6xho1_1_A.pdb,6xho1_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome-related coronavirus,6XHO,A, , , , , , , 
6xho1A_001_______________,Pocket_001_6xho1_1_A.pdb,6xho1_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome-related coronavirus,6XHO,A, , , , , , , 
6xhn1B_003_______________,Pocket_003_6xhn1_1_B.pdb,6xhn1_1_B.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome-related coronavirus,6XHN,B, , , , , , , 
6xhn1B_002_______________,Pocket_002_6xhn1_1_B.pdb,6xhn1_1_B.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome-related coronavirus,6XHN,B, , , , , , , 
6xhn1B_001_______________,Pocket_001_6xhn1_1_B.pdb,6xhn1_1_B.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome-related coronavirus,6XHN,B,V3D,0.788, , , , , 
6xhn1A_004_______________,Pocket_004_6xhn1_1_A.pdb,6xhn1_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome-related coronavirus,6XHN,A, , , , , , , 
6xhn1A_003_______________,Pocket_003_6xhn1_1_A.pdb,6xhn1_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome-related coronavirus,6XHN,A,V3D,0.758, , , , , 
6xhn1A_002_______________,Pocket_002_6xhn1_1_A.pdb,6xhn1_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome-related coronavirus,6XHN,A, , , , , , , 
6xhn1A_001_______________,Pocket_001_6xhn1_1_A.pdb,6xhn1_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome-related coronavirus,6XHN,A, , , , , , , 
6xhm1B_002_______________,Pocket_002_6xhm1_1_B.pdb,6xhm1_1_B.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,6XHM,B,V2M,0.853, , , , , 
6xhm1B_001_______________,Pocket_001_6xhm1_1_B.pdb,6xhm1_1_B.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,6XHM,B, , , , , , , 
6xhm1A_005_______________,Pocket_005_6xhm1_1_A.pdb,6xhm1_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,6XHM,A, , , , , , , 
6xhm1A_004_______________,Pocket_004_6xhm1_1_A.pdb,6xhm1_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,6XHM,A, , , , , , , 
6xhm1A_003_______________,Pocket_003_6xhm1_1_A.pdb,6xhm1_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,6XHM,A, , , , , , , 
6xhm1A_002_______________,Pocket_002_6xhm1_1_A.pdb,6xhm1_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,6XHM,A,V2M,0.765, , , , , 
6xhm1A_001_______________,Pocket_001_6xhm1_1_A.pdb,6xhm1_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,6XHM,A, , ,6xhm,B,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2
6xhl1B_003_______________,Pocket_003_6xhl1_1_B.pdb,6xhl1_1_B.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome-related coronavirus,6XHL,B, , , , , , , 
6xhl1B_002_______________,Pocket_002_6xhl1_1_B.pdb,6xhl1_1_B.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome-related coronavirus,6XHL,B,V2M,0.765, , , , , 
6xhl1B_001_______________,Pocket_001_6xhl1_1_B.pdb,6xhl1_1_B.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome-related coronavirus,6XHL,B, , , , , , , 
6xhl1A_005_______________,Pocket_005_6xhl1_1_A.pdb,6xhl1_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome-related coronavirus,6XHL,A, , , , , , , 
6xhl1A_004_______________,Pocket_004_6xhl1_1_A.pdb,6xhl1_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome-related coronavirus,6XHL,A, , , , , , , 
6xhl1A_003_______________,Pocket_003_6xhl1_1_A.pdb,6xhl1_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome-related coronavirus,6XHL,A, , , , , , , 
6xhl1A_002_______________,Pocket_002_6xhl1_1_A.pdb,6xhl1_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome-related coronavirus,6XHL,A, , , , , , , 
6xhl1A_001_______________,Pocket_001_6xhl1_1_A.pdb,6xhl1_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome-related coronavirus,6XHL,A,V2M,0.765, , , , , 
6xg31A_002_______________,Pocket_002_6xg31_1_A.pdb,6xg31_1_A.pdb, , ,Nsp-3 (Papain-like protease),"cd21466,cd21732",Severe acute respiratory syndrome coronavirus 2,6XG3,A, , , , , , , 
6xg31A_001_______________,Pocket_001_6xg31_1_A.pdb,6xg31_1_A.pdb, , ,Nsp-3 (Papain-like protease),"cd21466,cd21732",Severe acute respiratory syndrome coronavirus 2,6XG3,A, , , , , , , 
6xfn1A_003_______________,Pocket_003_6xfn1_1_A.pdb,6xfn1_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,6XFN,A, , , , , , , 
6xfn1A_002_______________,Pocket_002_6xfn1_1_A.pdb,6xfn1_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,6XFN,A,small_peptide,0.676, , , , , 
6xfn1A_001_______________,Pocket_001_6xfn1_1_A.pdb,6xfn1_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,6XFN,A, , , , , , , 
6xdh1A_007_______________,Pocket_007_6xdh1_1_A.pdb,6xdh1_1_A.pdb, , ,Nsp-15 (Uridylate-specific endoribonuclease),"cd21171, cd21167, cd21161",Severe acute respiratory syndrome coronavirus 2,6XDH,A, , , , , , , 
6xdh1A_006_______________,Pocket_006_6xdh1_1_A.pdb,6xdh1_1_A.pdb, , ,Nsp-15 (Uridylate-specific endoribonuclease),"cd21171, cd21167, cd21161",Severe acute respiratory syndrome coronavirus 2,6XDH,A, , , , , , , 
6xdh1A_005_______________,Pocket_005_6xdh1_1_A.pdb,6xdh1_1_A.pdb, , ,Nsp-15 (Uridylate-specific endoribonuclease),"cd21171, cd21167, cd21161",Severe acute respiratory syndrome coronavirus 2,6XDH,A, , , , , , , 
6xdh1A_004_______________,Pocket_004_6xdh1_1_A.pdb,6xdh1_1_A.pdb, , ,Nsp-15 (Uridylate-specific endoribonuclease),"cd21171, cd21167, cd21161",Severe acute respiratory syndrome coronavirus 2,6XDH,A, , , , , , , 
6xdh1A_003_______________,Pocket_003_6xdh1_1_A.pdb,6xdh1_1_A.pdb, , ,Nsp-15 (Uridylate-specific endoribonuclease),"cd21171, cd21167, cd21161",Severe acute respiratory syndrome coronavirus 2,6XDH,A, , , , , , , 
6xdh1A_002_______________,Pocket_002_6xdh1_1_A.pdb,6xdh1_1_A.pdb, , ,Nsp-15 (Uridylate-specific endoribonuclease),"cd21171, cd21167, cd21161",Severe acute respiratory syndrome coronavirus 2,6XDH,A, , , , , , , 
6xdh1A_001_______________,Pocket_001_6xdh1_1_A.pdb,6xdh1_1_A.pdb, , ,Nsp-15 (Uridylate-specific endoribonuclease),"cd21171, cd21167, cd21161",Severe acute respiratory syndrome coronavirus 2,6XDH,A, , , , , , , 
6xch1A_005_______________,Pocket_005_6xch1_1_A.pdb,6xch1_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,6XCH,A, , , , , , , 
6xch1A_004_______________,Pocket_004_6xch1_1_A.pdb,6xch1_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,6XCH,A, , , , , , , 
6xch1A_003_______________,Pocket_003_6xch1_1_A.pdb,6xch1_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,6XCH,A, , , , , , , 
6xch1A_002_______________,Pocket_002_6xch1_1_A.pdb,6xch1_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,6XCH,A, , , , , , , 
6xch1A_001_______________,Pocket_001_6xch1_1_A.pdb,6xch1_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,6XCH,A,birds,1, , , , , 
6xc41A_002_______________,Pocket_002_6xc41_1_A.pdb,6xc41_1_A.pdb, , ,Spike S1 RBD,cd21480,Severe acute respiratory syndrome coronavirus 2,6XC4,A, , , , , , , 
6xc41A_001_______________,Pocket_001_6xc41_1_A.pdb,6xc41_1_A.pdb, , ,Spike S1 RBD,cd21480,Severe acute respiratory syndrome coronavirus 2,6XC4,A, , , , , , , 
6xbi1B_003_______________,Pocket_003_6xbi1_1_B.pdb,6xbi1_1_B.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,6XBI,B, , , , , , , 
6xbi1B_002_______________,Pocket_002_6xbi1_1_B.pdb,6xbi1_1_B.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,6XBI,B, , , , , , , 
6xbi1B_001_______________,Pocket_001_6xbi1_1_B.pdb,6xbi1_1_B.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,6XBI,B,birds,0.833, , , , , 
6xbi1A_003_______________,Pocket_003_6xbi1_1_A.pdb,6xbi1_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,6XBI,A, , , , , , , 
6xbi1A_002_______________,Pocket_002_6xbi1_1_A.pdb,6xbi1_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,6XBI,A, , , , , , , 
6xbi1A_001_______________,Pocket_001_6xbi1_1_A.pdb,6xbi1_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,6XBI,A,birds,0.786, , , , , 
6xbh1A_006_______________,Pocket_006_6xbh1_1_A.pdb,6xbh1_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,6XBH,A, , , , , , , 
6xbh1A_005_______________,Pocket_005_6xbh1_1_A.pdb,6xbh1_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,6XBH,A, , , , , , , 
6xbh1A_004_______________,Pocket_004_6xbh1_1_A.pdb,6xbh1_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,6XBH,A, , , , , , , 
6xbh1A_003_______________,Pocket_003_6xbh1_1_A.pdb,6xbh1_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,6XBH,A, , , , , , , 
6xbh1A_002_______________,Pocket_002_6xbh1_1_A.pdb,6xbh1_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,6XBH,A, , , , , , , 
6xbh1A_001_______________,Pocket_001_6xbh1_1_A.pdb,6xbh1_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,6XBH,A,birds,0.781, , , , , 
6xbg1B_004_______________,Pocket_004_6xbg1_1_B.pdb,6xbg1_1_B.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,6XBG,B,birds,0.857, , , , , 
6xbg1B_003_______________,Pocket_003_6xbg1_1_B.pdb,6xbg1_1_B.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,6XBG,B, , , , , , , 
6xbg1B_002_______________,Pocket_002_6xbg1_1_B.pdb,6xbg1_1_B.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,6XBG,B, , , , , , , 
6xbg1B_001_______________,Pocket_001_6xbg1_1_B.pdb,6xbg1_1_B.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,6XBG,B, , , , , , , 
6xbg1A_003_______________,Pocket_003_6xbg1_1_A.pdb,6xbg1_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,6XBG,A, , , , , , , 
6xbg1A_002_______________,Pocket_002_6xbg1_1_A.pdb,6xbg1_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,6XBG,A, , , , , , , 
6xbg1A_001_______________,Pocket_001_6xbg1_1_A.pdb,6xbg1_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,6XBG,A,birds,0.857, , , , , 
6xb21A_006_______________,Pocket_006_6xb21_1_A.pdb,6xb21_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,6XB2,A, , , , , , , 
6xb21A_005_______________,Pocket_005_6xb21_1_A.pdb,6xb21_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,6XB2,A, , , , , , , 
6xb21A_004_______________,Pocket_004_6xb21_1_A.pdb,6xb21_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,6XB2,A, , , , , , , 
6xb21A_003_______________,Pocket_003_6xb21_1_A.pdb,6xb21_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,6XB2,A, , , , , , , 
6xb21A_002_______________,Pocket_002_6xb21_1_A.pdb,6xb21_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,6XB2,A, , , , , , , 
6xb21A_001_______________,Pocket_001_6xb21_1_A.pdb,6xb21_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,6XB2,A,NEN,0.889, , , , , 
6xb11A_002_______________,Pocket_002_6xb11_1_A.pdb,6xb11_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,6XB1,A, , , , , , , 
6xb11A_001_______________,Pocket_001_6xb11_1_A.pdb,6xb11_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,6XB1,A, , , , , , , 
6xb01A_006_______________,Pocket_006_6xb01_1_A.pdb,6xb01_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,6XB0,A, , , , , , , 
6xb01A_005_______________,Pocket_005_6xb01_1_A.pdb,6xb01_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,6XB0,A, , , , , , , 
6xb01A_004_______________,Pocket_004_6xb01_1_A.pdb,6xb01_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,6XB0,A, , , , , , , 
6xb01A_003_______________,Pocket_003_6xb01_1_A.pdb,6xb01_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,6XB0,A, , , , , , , 
6xb01A_002_______________,Pocket_002_6xb01_1_A.pdb,6xb01_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,6XB0,A, , , , , , , 
6xb01A_001_______________,Pocket_001_6xb01_1_A.pdb,6xb01_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,6XB0,A, , , , , , , 
6xa41A_003_______________,Pocket_003_6xa41_1_A.pdb,6xa41_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,6XA4,A, , , , , , , 
6xa41A_002_______________,Pocket_002_6xa41_1_A.pdb,6xa41_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,6XA4,A, , , , , , , 
6xa41A_001_______________,Pocket_001_6xa41_1_A.pdb,6xa41_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,6XA4,A,birds,0.926, , , , , 
6x4i1A_006_______________,Pocket_006_6x4i1_1_A.pdb,6x4i1_1_A.pdb, , ,Nsp-15 (Uridylate-specific endoribonuclease),"cd21171, cd21167, cd21161",Severe acute respiratory syndrome coronavirus 2,6X4I,A, , , , , , , 
6x4i1A_005_______________,Pocket_005_6x4i1_1_A.pdb,6x4i1_1_A.pdb, , ,Nsp-15 (Uridylate-specific endoribonuclease),"cd21171, cd21167, cd21161",Severe acute respiratory syndrome coronavirus 2,6X4I,A,U3P,0.667, , , , , 
6x4i1A_004_______________,Pocket_004_6x4i1_1_A.pdb,6x4i1_1_A.pdb, , ,Nsp-15 (Uridylate-specific endoribonuclease),"cd21171, cd21167, cd21161",Severe acute respiratory syndrome coronavirus 2,6X4I,A, , , , , , , 
6x4i1A_003_______________,Pocket_003_6x4i1_1_A.pdb,6x4i1_1_A.pdb, , ,Nsp-15 (Uridylate-specific endoribonuclease),"cd21171, cd21167, cd21161",Severe acute respiratory syndrome coronavirus 2,6X4I,A, , , , , , , 
6x4i1A_002_______________,Pocket_002_6x4i1_1_A.pdb,6x4i1_1_A.pdb, , ,Nsp-15 (Uridylate-specific endoribonuclease),"cd21171, cd21167, cd21161",Severe acute respiratory syndrome coronavirus 2,6X4I,A, , , , , , , 
6x4i1A_001_______________,Pocket_001_6x4i1_1_A.pdb,6x4i1_1_A.pdb, , ,Nsp-15 (Uridylate-specific endoribonuclease),"cd21171, cd21167, cd21161",Severe acute respiratory syndrome coronavirus 2,6X4I,A, , , , , , , 
6x1b1B_003_______________,Pocket_003_6x1b1_1_B.pdb,6x1b1_1_B.pdb, , ,Nsp-15 (Uridylate-specific endoribonuclease),"cd21171, cd21167, cd21161",Severe acute respiratory syndrome coronavirus 2,6X1B,B, , , , , , , 
6x1b1B_002_______________,Pocket_002_6x1b1_1_B.pdb,6x1b1_1_B.pdb, , ,Nsp-15 (Uridylate-specific endoribonuclease),"cd21171, cd21167, cd21161",Severe acute respiratory syndrome coronavirus 2,6X1B,B, , , , , , , 
6x1b1B_001_______________,Pocket_001_6x1b1_1_B.pdb,6x1b1_1_B.pdb, , ,Nsp-15 (Uridylate-specific endoribonuclease),"cd21171, cd21167, cd21161",Severe acute respiratory syndrome coronavirus 2,6X1B,B, , , , , , , 
6x1b1A_005_______________,Pocket_005_6x1b1_1_A.pdb,6x1b1_1_A.pdb, , ,Nsp-15 (Uridylate-specific endoribonuclease),"cd21171, cd21167, cd21161",Severe acute respiratory syndrome coronavirus 2,6X1B,A, , , , , , , 
6x1b1A_004_______________,Pocket_004_6x1b1_1_A.pdb,6x1b1_1_A.pdb, , ,Nsp-15 (Uridylate-specific endoribonuclease),"cd21171, cd21167, cd21161",Severe acute respiratory syndrome coronavirus 2,6X1B,A, , , , , , , 
6x1b1A_003_______________,Pocket_003_6x1b1_1_A.pdb,6x1b1_1_A.pdb, , ,Nsp-15 (Uridylate-specific endoribonuclease),"cd21171, cd21167, cd21161",Severe acute respiratory syndrome coronavirus 2,6X1B,A, , , , , , , 
6x1b1A_002_______________,Pocket_002_6x1b1_1_A.pdb,6x1b1_1_A.pdb, , ,Nsp-15 (Uridylate-specific endoribonuclease),"cd21171, cd21167, cd21161",Severe acute respiratory syndrome coronavirus 2,6X1B,A, , , , , , , 
6x1b1A_001_______________,Pocket_001_6x1b1_1_A.pdb,6x1b1_1_A.pdb, , ,Nsp-15 (Uridylate-specific endoribonuclease),"cd21171, cd21167, cd21161",Severe acute respiratory syndrome coronavirus 2,6X1B,A, , , , , , , 
6wzu1A_003_______________,Pocket_003_6wzu1_1_A.pdb,6wzu1_1_A.pdb, , ,Nsp-3 (Papain-like protease),"cd21466,cd21732",Severe acute respiratory syndrome coronavirus 2,6WZU,A, , , , , , , 
6wzu1A_002_______________,Pocket_002_6wzu1_1_A.pdb,6wzu1_1_A.pdb, , ,Nsp-3 (Papain-like protease),"cd21466,cd21732",Severe acute respiratory syndrome coronavirus 2,6WZU,A, , , , , , , 
6wzu1A_001_______________,Pocket_001_6wzu1_1_A.pdb,6wzu1_1_A.pdb, , ,Nsp-3 (Papain-like protease),"cd21466,cd21732",Severe acute respiratory syndrome coronavirus 2,6WZU,A, , , , , , , 
6wzq1B_002_______________,Pocket_002_6wzq1_1_B.pdb,6wzq1_1_B.pdb, , ,Nucleocapsid,cd21595,Severe acute respiratory syndrome coronavirus 2,6WZQ,B, , , , , , , 
6wzq1B_001_______________,Pocket_001_6wzq1_1_B.pdb,6wzq1_1_B.pdb, , ,Nucleocapsid,cd21595,Severe acute respiratory syndrome coronavirus 2,6WZQ,B, , ,6wzq,A,Nucleocapsid,cd21595,Severe acute respiratory syndrome coronavirus 2
6wzq1A_001_______________,Pocket_001_6wzq1_1_A.pdb,6wzq1_1_A.pdb, , ,Nucleocapsid,cd21595,Severe acute respiratory syndrome coronavirus 2,6WZQ,A, , ,6wzq,B,Nucleocapsid,cd21595,Severe acute respiratory syndrome coronavirus 2
