pocket.1,pocket.2,similarity_value
5_SARS-Nsp-16,22_SARS2-Spike TRIMER closed,0.812057
4_SARS-Spike NTD,22_SARS2-Spike TRIMER closed,0.83559
4_SARS-Nsp-5 (Mpro),22_SARS2-Spike TRIMER closed,0.820364
4_SARS-Nsp-3 (Papain like),22_SARS2-Spike TRIMER closed,0.82749
4_SARS-Nsp-16,22_SARS2-Spike TRIMER closed,0.840963
4_MERS-Spike NTD,22_SARS2-Spike TRIMER closed,0.838255
3_SARS-Spike S1 RBD,22_SARS2-Spike TRIMER closed,0.818788
3_SARS-Spike NTD,22_SARS2-Spike TRIMER closed,0.842377
3_SARS-Nsp-3 (Papain like),22_SARS2-Spike TRIMER closed,0.830298
3_MERS-Spike NTD,22_SARS2-Spike TRIMER closed,0.814894
3_MERS-Nsp-3 (Papain like),22_SARS2-Spike TRIMER closed,0.833285
20_SARS2-Spike TRIMER closed,22_SARS2-Spike TRIMER closed,0.808969
2_SARS2-Nsp-13 (Helicase),22_SARS2-Spike TRIMER closed,0.838216
2_SARS-Spike S1 RBD,22_SARS2-Spike TRIMER closed,0.84052
2_SARS-Spike NTD,22_SARS2-Spike TRIMER closed,0.839952
2_SARS-Nsp-3 (Papain like),22_SARS2-Spike TRIMER closed,0.835428
2_SARS-Nsp-16,22_SARS2-Spike TRIMER closed,0.819466
2_MERS-Spike NTD,22_SARS2-Spike TRIMER closed,0.801463
2_MERS-Nsp-3 (Papain like),22_SARS2-Spike TRIMER closed,0.806843
19_SARS2-Spike TRIMER closed,22_SARS2-Spike TRIMER closed,0.829787
18_SARS2-Spike TRIMER closed,22_SARS2-Spike TRIMER closed,0.824494
17_SARS2-Spike TRIMER closed,22_SARS2-Spike TRIMER closed,0.813595
14_SARS2-Spike TRIMER closed,22_SARS2-Spike TRIMER closed,0.82402
13_SARS2-Spike TRIMER closed,22_SARS2-Spike TRIMER closed,0.800084
12_SARS-Nsp-5 (Mpro),22_SARS2-Spike TRIMER closed,0.802058
1_SARS-Spike S1 RBD,22_SARS2-Spike TRIMER closed,0.820806
1_SARS-Nucleocapsid,22_SARS2-Spike TRIMER closed,0.804655
1_SARS-Nsp-8,22_SARS2-Spike TRIMER closed,0.855573
1_SARS-Nsp-5 (Mpro),22_SARS2-Spike TRIMER closed,0.831154
1_SARS-Nsp-10,22_SARS2-Spike TRIMER closed,0.801368
1_MERS-Spike S2 HR,22_SARS2-Spike TRIMER closed,0.848856
1_MERS-Nucleocapsid,22_SARS2-Spike TRIMER closed,0.818675
9_SARS-Nsp-5 (Mpro),24_SARS2-Spike TRIMER closed,0.802857
9_SARS-Nsp-3 (Papain like),24_SARS2-Spike TRIMER closed,0.824904
8_SARS2-Spike TRIMER closed,24_SARS2-Spike TRIMER closed,0.801976
7_SARS2-Nsp-13 (Helicase),24_SARS2-Spike TRIMER closed,0.835053
7_SARS-Nsp-5 (Mpro),24_SARS2-Spike TRIMER closed,0.842893
7_SARS-Nsp-3 (Papain like),24_SARS2-Spike TRIMER closed,0.827438
7_SARS-Nsp-3,24_SARS2-Spike TRIMER closed,0.816205
6_SARS2-Nsp-13 (Helicase),24_SARS2-Spike TRIMER closed,0.847436
6_SARS-Nsp-5 (Mpro),24_SARS2-Spike TRIMER closed,0.851729
6_SARS-Nsp-3 (Papain like),24_SARS2-Spike TRIMER closed,0.810995
5_SARS2-Nsp-13 (Helicase),24_SARS2-Spike TRIMER closed,0.811643
5_SARS-Nsp-16,24_SARS2-Spike TRIMER closed,0.812493
4_SARS-Nsp-5 (Mpro),24_SARS2-Spike TRIMER closed,0.834287
4_SARS-Nsp-3 (Papain like),24_SARS2-Spike TRIMER closed,0.817158
4_SARS-Nsp-16,24_SARS2-Spike TRIMER closed,0.837399
4_MERS-Spike NTD,24_SARS2-Spike TRIMER closed,0.829168
3_SARS-Spike S1 RBD,24_SARS2-Spike TRIMER closed,0.839405
3_SARS-Spike NTD,24_SARS2-Spike TRIMER closed,0.839379
3_SARS-Nsp-3 (Papain like),24_SARS2-Spike TRIMER closed,0.829044
3_MERS-Nsp-3 (Papain like),24_SARS2-Spike TRIMER closed,0.838576
22_SARS2-Spike TRIMER closed,24_SARS2-Spike TRIMER closed,0.825899
20_SARS2-Spike TRIMER closed,24_SARS2-Spike TRIMER closed,0.811745
2_SARS2-Nsp-13 (Helicase),24_SARS2-Spike TRIMER closed,0.812642
2_SARS-Spike S1 RBD,24_SARS2-Spike TRIMER closed,0.847288
2_SARS-Spike NTD,24_SARS2-Spike TRIMER closed,0.837515
2_SARS-Nsp-3 (Papain like),24_SARS2-Spike TRIMER closed,0.820778
2_SARS-Nsp-16,24_SARS2-Spike TRIMER closed,0.813964
2_MERS-Nucleocapsid,24_SARS2-Spike TRIMER closed,0.802242
19_SARS2-Spike TRIMER closed,24_SARS2-Spike TRIMER closed,0.809116
18_SARS2-Spike TRIMER closed,24_SARS2-Spike TRIMER closed,0.808365
17_SARS2-Spike TRIMER closed,24_SARS2-Spike TRIMER closed,0.804948
14_SARS2-Spike TRIMER closed,24_SARS2-Spike TRIMER closed,0.823331
1_SARS-Spike S1 RBD,24_SARS2-Spike TRIMER closed,0.806608
1_SARS-Nsp-8,24_SARS2-Spike TRIMER closed,0.834927
1_SARS-Nsp-5 (Mpro),24_SARS2-Spike TRIMER closed,0.821114
1_MERS-Spike S2 HR,24_SARS2-Spike TRIMER closed,0.833625
1_MERS-Nucleocapsid,24_SARS2-Spike TRIMER closed,0.848522
9_SARS-Nsp-5 (Mpro),25_SARS2-Spike TRIMER closed,0.828789
9_SARS-Nsp-3 (Papain like),25_SARS2-Spike TRIMER closed,0.836225
8_SARS2-Spike TRIMER closed,25_SARS2-Spike TRIMER closed,0.80969
8_SARS-Nsp-3 (Papain like),25_SARS2-Spike TRIMER closed,0.802532
7_SARS2-Nsp-13 (Helicase),25_SARS2-Spike TRIMER closed,0.814291
7_SARS-Nsp-3 (Papain like),25_SARS2-Spike TRIMER closed,0.802127
7_SARS-Nsp-3,25_SARS2-Spike TRIMER closed,0.842075
6_SARS2-Nsp-13 (Helicase),25_SARS2-Spike TRIMER closed,0.828627
6_SARS-Nsp-5 (Mpro),25_SARS2-Spike TRIMER closed,0.812256
6_SARS-Nsp-3 (Papain like),25_SARS2-Spike TRIMER closed,0.803991
6_SARS-Nsp-3,25_SARS2-Spike TRIMER closed,0.814668
5_SARS2-Nsp-13 (Helicase),25_SARS2-Spike TRIMER closed,0.810067
5_SARS-Nsp-16,25_SARS2-Spike TRIMER closed,0.819219
4_SARS2-Nsp-13 (Helicase),25_SARS2-Spike TRIMER closed,0.812479
4_SARS-Spike NTD,25_SARS2-Spike TRIMER closed,0.822754
4_SARS-Nsp-3 (Papain like),25_SARS2-Spike TRIMER closed,0.821575
4_SARS-Nsp-16,25_SARS2-Spike TRIMER closed,0.808753
3_SARS-Spike S1 RBD,25_SARS2-Spike TRIMER closed,0.832998
3_SARS-Spike NTD,25_SARS2-Spike TRIMER closed,0.804694
3_SARS-Nsp-3 (Papain like),25_SARS2-Spike TRIMER closed,0.814478
3_MERS-Spike NTD,25_SARS2-Spike TRIMER closed,0.81904
24_SARS2-Spike TRIMER closed,25_SARS2-Spike TRIMER closed,0.807904
22_SARS2-Spike TRIMER closed,25_SARS2-Spike TRIMER closed,0.819965
21_SARS2-Spike TRIMER closed,25_SARS2-Spike TRIMER closed,0.815507
2_SARS2-Nsp-13 (Helicase),25_SARS2-Spike TRIMER closed,0.808761
2_SARS-Spike S1 RBD,25_SARS2-Spike TRIMER closed,0.805933
2_SARS-Spike NTD,25_SARS2-Spike TRIMER closed,0.815583
2_SARS-Nsp-3 (Papain like),25_SARS2-Spike TRIMER closed,0.822543
2_SARS-Nsp-3,25_SARS2-Spike TRIMER closed,0.81319
2_SARS-Nsp-16,25_SARS2-Spike TRIMER closed,0.80977
2_MERS-Spike NTD,25_SARS2-Spike TRIMER closed,0.82035
2_MERS-Nucleocapsid,25_SARS2-Spike TRIMER closed,0.830666
2_MERS-Nsp-3 (Papain like),25_SARS2-Spike TRIMER closed,0.842093
19_SARS2-Spike TRIMER closed,25_SARS2-Spike TRIMER closed,0.823588
18_SARS2-Spike TRIMER closed,25_SARS2-Spike TRIMER closed,0.82886
17_SARS2-Spike TRIMER closed,25_SARS2-Spike TRIMER closed,0.811937
16_SARS2-Spike TRIMER closed,25_SARS2-Spike TRIMER closed,0.814994
14_SARS2-Spike TRIMER closed,25_SARS2-Spike TRIMER closed,0.824601
12_SARS-Nsp-5 (Mpro),25_SARS2-Spike TRIMER closed,0.8104
10_SARS-Nsp-5 (Mpro),25_SARS2-Spike TRIMER closed,0.813549
1_SARS-Spike S1 RBD,25_SARS2-Spike TRIMER closed,0.837117
1_SARS-Nucleocapsid,25_SARS2-Spike TRIMER closed,0.813048
1_SARS-Nsp-10,25_SARS2-Spike TRIMER closed,0.840886
1_MERS-Spike S2 HR,25_SARS2-Spike TRIMER closed,0.824071
1_MERS-Nucleocapsid,25_SARS2-Spike TRIMER closed,0.805211
4_SARS2-Spike TRIMER closed,26_SARS2-Spike TRIMER closed,0.806994
2_SARS-Nsp-3 (Papain like),26_SARS2-Spike TRIMER closed,0.804598
2_MERS-Nsp-3 (Papain like),26_SARS2-Spike TRIMER closed,0.811195
1_SARS-Nsp-10,26_SARS2-Spike TRIMER closed,0.800224
9_SARS-Nsp-5 (Mpro),3_MERS-Nsp-3 (Papain like),0.813958
7_SARS-Nsp-5 (Mpro),3_MERS-Nsp-3 (Papain like),0.844214
7_SARS-Nsp-3 (Papain like),3_MERS-Nsp-3 (Papain like),0.819981
7_SARS-Nsp-3,3_MERS-Nsp-3 (Papain like),0.811462
6_SARS-Nsp-5 (Mpro),3_MERS-Nsp-3 (Papain like),0.846852
6_SARS-Nsp-3 (Papain like),3_MERS-Nsp-3 (Papain like),0.830258
5_SARS-Nsp-16,3_MERS-Nsp-3 (Papain like),0.804392
4_SARS-Nsp-5 (Mpro),3_MERS-Nsp-3 (Papain like),0.855139
4_SARS-Nsp-3 (Papain like),3_MERS-Nsp-3 (Papain like),0.831972
4_SARS-Nsp-16,3_MERS-Nsp-3 (Papain like),0.845816
3_SARS-Spike S1 RBD,3_MERS-Nsp-3 (Papain like),0.838718
3_SARS-Nsp-3 (Papain like),3_MERS-Nsp-3 (Papain like),0.83641
2_SARS-Spike S1 RBD,3_MERS-Nsp-3 (Papain like),0.851328
2_SARS-Nsp-3 (Papain like),3_MERS-Nsp-3 (Papain like),0.826094
2_SARS-Nsp-16,3_MERS-Nsp-3 (Papain like),0.822417
1_SARS-Spike S1 RBD,3_MERS-Nsp-3 (Papain like),0.808157
1_SARS-Nsp-8,3_MERS-Nsp-3 (Papain like),0.872211
1_SARS-Nsp-5 (Mpro),3_MERS-Nsp-3 (Papain like),0.835499
1_MERS-Spike S2 HR,3_MERS-Nsp-3 (Papain like),0.852624
1_MERS-Nucleocapsid,3_MERS-Nsp-3 (Papain like),0.858072
9_SARS-Nsp-5 (Mpro),3_MERS-Spike NTD,0.822614
9_SARS-Nsp-3 (Papain like),3_MERS-Spike NTD,0.811893
7_SARS2-Nsp-13 (Helicase),3_MERS-Spike NTD,0.805387
7_SARS-Nsp-5 (Mpro),3_MERS-Spike NTD,0.820052
7_SARS-Nsp-3 (Papain like),3_MERS-Spike NTD,0.803558
6_SARS2-Nsp-13 (Helicase),3_MERS-Spike NTD,0.811801
6_SARS-Nsp-5 (Mpro),3_MERS-Spike NTD,0.807006
6_SARS-Nsp-3 (Papain like),3_MERS-Spike NTD,0.812403
5_SARS2-Nsp-13 (Helicase),3_MERS-Spike NTD,0.811859
5_SARS-Nsp-16,3_MERS-Spike NTD,0.809514
4_SARS2-Nsp-13 (Helicase),3_MERS-Spike NTD,0.800381
4_SARS-Nsp-5 (Mpro),3_MERS-Spike NTD,0.808114
4_SARS-Nsp-3 (Papain like),3_MERS-Spike NTD,0.805244
4_SARS-Nsp-16,3_MERS-Spike NTD,0.82385
3_SARS-Spike S1 RBD,3_MERS-Spike NTD,0.817991
3_SARS-Nsp-3 (Papain like),3_MERS-Spike NTD,0.816431
3_MERS-Nsp-3 (Papain like),3_MERS-Spike NTD,0.810678
2_SARS2-Nsp-13 (Helicase),3_MERS-Spike NTD,0.803536
2_SARS-Spike S1 RBD,3_MERS-Spike NTD,0.827366
2_SARS-Nsp-3 (Papain like),3_MERS-Spike NTD,0.809925
2_SARS-Nsp-16,3_MERS-Spike NTD,0.835467
2_MERS-Nsp-3 (Papain like),3_MERS-Spike NTD,0.804562
1_SARS-Spike S1 RBD,3_MERS-Spike NTD,0.801872
1_SARS-Nucleocapsid,3_MERS-Spike NTD,0.801472
1_SARS-Nsp-5 (Mpro),3_MERS-Spike NTD,0.800525
1_MERS-Spike S2 HR,3_MERS-Spike NTD,0.812278
1_MERS-Nucleocapsid,3_MERS-Spike NTD,0.805445
2_SARS-Nsp-8,3_SARS-Nsp-3 (Papain like),0.80246
2_SARS-Nsp-3 (Papain like),3_SARS-Nsp-3 (Papain like),0.832133
1_SARS-Nsp-8,3_SARS-Nsp-3 (Papain like),0.825699
9_SARS-Nsp-3 (Papain like),3_SARS-Spike NTD,0.828559
7_SARS2-Nsp-13 (Helicase),3_SARS-Spike NTD,0.834384
7_SARS-Nsp-5 (Mpro),3_SARS-Spike NTD,0.822211
7_SARS-Nsp-3 (Papain like),3_SARS-Spike NTD,0.838165
6_SARS2-Nsp-13 (Helicase),3_SARS-Spike NTD,0.841329
6_SARS-Nsp-5 (Mpro),3_SARS-Spike NTD,0.826923
6_SARS-Nsp-3 (Papain like),3_SARS-Spike NTD,0.817231
5_SARS2-Nsp-13 (Helicase),3_SARS-Spike NTD,0.810616
5_SARS-Nsp-16,3_SARS-Spike NTD,0.820414
4_SARS-Nsp-5 (Mpro),3_SARS-Spike NTD,0.818775
4_SARS-Nsp-3 (Papain like),3_SARS-Spike NTD,0.806972
4_SARS-Nsp-16,3_SARS-Spike NTD,0.837894
4_MERS-Spike NTD,3_SARS-Spike NTD,0.840451
3_SARS-Spike S1 RBD,3_SARS-Spike NTD,0.8269
3_SARS-Nsp-3 (Papain like),3_SARS-Spike NTD,0.817208
3_MERS-Spike NTD,3_SARS-Spike NTD,0.804831
3_MERS-Nsp-3 (Papain like),3_SARS-Spike NTD,0.827651
2_SARS2-Nsp-13 (Helicase),3_SARS-Spike NTD,0.805885
2_SARS-Spike S1 RBD,3_SARS-Spike NTD,0.833397
2_SARS-Spike NTD,3_SARS-Spike NTD,0.837857
2_SARS-Nsp-3 (Papain like),3_SARS-Spike NTD,0.819373
2_SARS-Nsp-16,3_SARS-Spike NTD,0.832931
12_SARS-Nsp-5 (Mpro),3_SARS-Spike NTD,0.813336
1_SARS-Spike S1 RBD,3_SARS-Spike NTD,0.820645
1_SARS-Nsp-8,3_SARS-Spike NTD,0.840709
1_SARS-Nsp-5 (Mpro),3_SARS-Spike NTD,0.822661
1_MERS-Spike S2 HR,3_SARS-Spike NTD,0.832114
1_MERS-Nucleocapsid,3_SARS-Spike NTD,0.846332
3_SARS-Nsp-3 (Papain like),3_SARS-Spike S1 RBD,0.836164
2_SARS-Spike S1 RBD,3_SARS-Spike S1 RBD,0.827384
2_SARS-Nsp-3 (Papain like),3_SARS-Spike S1 RBD,0.828771
2_SARS-Nsp-3,3_SARS-Spike S1 RBD,0.80593
1_SARS-Spike S1 RBD,3_SARS-Spike S1 RBD,0.824147
1_SARS-Nsp-8,3_SARS-Spike S1 RBD,0.844599
1_SARS-Nsp-10,3_SARS-Spike S1 RBD,0.806565
9_SARS2-Spike TRIMER open,3_SARS2-Nsp-12,0.817917
9_SARS-Nsp-5 (Mpro),3_SARS2-Nsp-12,0.80802
9_SARS-Nsp-3 (Papain like),3_SARS2-Nsp-12,0.818003
8_SARS2-Spike TRIMER open,3_SARS2-Nsp-12,0.807784
8_SARS2-Spike TRIMER closed,3_SARS2-Nsp-12,0.804344
7_SARS2-Nsp-13 (Helicase),3_SARS2-Nsp-12,0.812295
7_SARS-Spike S1 RBD,3_SARS2-Nsp-12,0.824349
7_SARS-Nsp-5 (Mpro),3_SARS2-Nsp-12,0.831096
7_SARS-Nsp-3 (Papain like),3_SARS2-Nsp-12,0.819935
7_SARS-Nsp-3,3_SARS2-Nsp-12,0.801056
6_SARS2-Nsp-16,3_SARS2-Nsp-12,0.816768
6_SARS2-Nsp-13 (Helicase),3_SARS2-Nsp-12,0.816378
6_SARS-Spike S1 RBD,3_SARS2-Nsp-12,0.802677
6_SARS-Nsp-5 (Mpro),3_SARS2-Nsp-12,0.820008
6_SARS-Nsp-3 (Papain like),3_SARS2-Nsp-12,0.815753
5_SARS2-Nsp-16,3_SARS2-Nsp-12,0.81595
5_SARS2-Nsp-13 (Helicase),3_SARS2-Nsp-12,0.809342
5_SARS-Nsp-16,3_SARS2-Nsp-12,0.803622
4_SARS2-Spike TRIMER open,3_SARS2-Nsp-12,0.804556
4_SARS2-Nsp-16,3_SARS2-Nsp-12,0.8038
4_SARS-Nsp-5 (Mpro),3_SARS2-Nsp-12,0.808735
4_SARS-Nsp-16,3_SARS2-Nsp-12,0.824453
4_MERS-Spike NTD,3_SARS2-Nsp-12,0.814162
3_SARS2-Spike S1 RBD,3_SARS2-Nsp-12,0.809763
3_SARS2-Nsp-16,3_SARS2-Nsp-12,0.821487
3_SARS2-Nsp-15 (Uridylate-specific endoribonuclease),3_SARS2-Nsp-12,0.804169
3_SARS-Spike S1 RBD,3_SARS2-Nsp-12,0.814048
3_SARS-Spike NTD,3_SARS2-Nsp-12,0.81687
3_SARS-Nsp-3 (Papain like),3_SARS2-Nsp-12,0.803935
3_MERS-Spike NTD,3_SARS2-Nsp-12,0.826018
3_MERS-Nsp-3 (Papain like),3_SARS2-Nsp-12,0.804534
24_SARS2-Spike TRIMER closed,3_SARS2-Nsp-12,0.815259
22_SARS2-Spike TRIMER closed,3_SARS2-Nsp-12,0.810207
2_SARS2-Spike TRIMER open,3_SARS2-Nsp-12,0.822986
2_SARS2-Nsp-15 (Uridylate-specific endoribonuclease),3_SARS2-Nsp-12,0.805571
2_SARS2-Nsp-13 (Helicase),3_SARS2-Nsp-12,0.811341
2_SARS2-Nsp-12,3_SARS2-Nsp-12,0.815069
2_SARS2-Nsp-10,3_SARS2-Nsp-12,0.810498
2_SARS-Spike S1 RBD,3_SARS2-Nsp-12,0.812823
2_SARS-Spike NTD,3_SARS2-Nsp-12,0.820958
2_SARS-Nsp-3 (Papain like),3_SARS2-Nsp-12,0.827812
2_SARS-Nsp-16,3_SARS2-Nsp-12,0.83401
2_MERS-Nsp-3 (Papain like),3_SARS2-Nsp-12,0.80364
19_SARS2-Spike TRIMER closed,3_SARS2-Nsp-12,0.820832
18_SARS2-Spike TRIMER open,3_SARS2-Nsp-12,0.819697
17_SARS2-Spike TRIMER open,3_SARS2-Nsp-12,0.803604
15_SARS2-Spike TRIMER open,3_SARS2-Nsp-12,0.806924
14_SARS2-Spike TRIMER open,3_SARS2-Nsp-12,0.815342
14_SARS2-Spike TRIMER closed,3_SARS2-Nsp-12,0.802908
13_SARS2-Spike TRIMER closed,3_SARS2-Nsp-12,0.808322
11_SARS2-Spike TRIMER open,3_SARS2-Nsp-12,0.816644
1_SARS2-Spike TRIMER open,3_SARS2-Nsp-12,0.821561
1_SARS2-Spike S1 RBD,3_SARS2-Nsp-12,0.807946
1_SARS2-Nsp-12,3_SARS2-Nsp-12,0.818081
1_SARS-Nsp-8,3_SARS2-Nsp-12,0.805248
1_SARS-Nsp-5 (Mpro),3_SARS2-Nsp-12,0.805844
1_MERS-Spike S2 HR,3_SARS2-Nsp-12,0.827526
1_MERS-Nucleocapsid,3_SARS2-Nsp-12,0.807357
9_SARS2-Spike TRIMER open,3_SARS2-Nsp-14 (Proofreading exoribonuclease),0.819116
9_SARS-Nsp-5 (Mpro),3_SARS2-Nsp-14 (Proofreading exoribonuclease),0.823279
9_SARS-Nsp-3 (Papain like),3_SARS2-Nsp-14 (Proofreading exoribonuclease),0.818654
8_SARS2-Spike TRIMER open,3_SARS2-Nsp-14 (Proofreading exoribonuclease),0.827634
8_SARS2-Nsp-16,3_SARS2-Nsp-14 (Proofreading exoribonuclease),0.831685
7_SARS2-Spike S1 RBD,3_SARS2-Nsp-14 (Proofreading exoribonuclease),0.815088
7_SARS2-Nsp-13 (Helicase),3_SARS2-Nsp-14 (Proofreading exoribonuclease),0.834303
7_SARS-Spike S1 RBD,3_SARS2-Nsp-14 (Proofreading exoribonuclease),0.832389
7_SARS-Nsp-5 (Mpro),3_SARS2-Nsp-14 (Proofreading exoribonuclease),0.816284
7_SARS-Nsp-3 (Papain like),3_SARS2-Nsp-14 (Proofreading exoribonuclease),0.812661
7_SARS-Nsp-3,3_SARS2-Nsp-14 (Proofreading exoribonuclease),0.813457
6_SARS2-Spike S1 RBD,3_SARS2-Nsp-14 (Proofreading exoribonuclease),0.811575
6_SARS2-Nsp-16,3_SARS2-Nsp-14 (Proofreading exoribonuclease),0.854598
6_SARS2-Nsp-13 (Helicase),3_SARS2-Nsp-14 (Proofreading exoribonuclease),0.848883
6_SARS2-Nsp-12,3_SARS2-Nsp-14 (Proofreading exoribonuclease),0.847367
6_SARS-Spike S1 RBD,3_SARS2-Nsp-14 (Proofreading exoribonuclease),0.844941
6_SARS-Nsp-5 (Mpro),3_SARS2-Nsp-14 (Proofreading exoribonuclease),0.823389
6_SARS-Nsp-3 (Papain like),3_SARS2-Nsp-14 (Proofreading exoribonuclease),0.818813
5_SARS2-Spike S1 RBD,3_SARS2-Nsp-14 (Proofreading exoribonuclease),0.808085
5_SARS2-Nsp-5 (Mpro),3_SARS2-Nsp-14 (Proofreading exoribonuclease),0.804613
5_SARS2-Nsp-16,3_SARS2-Nsp-14 (Proofreading exoribonuclease),0.830529
5_SARS2-Nsp-13 (Helicase),3_SARS2-Nsp-14 (Proofreading exoribonuclease),0.82766
5_SARS-Spike S1 RBD,3_SARS2-Nsp-14 (Proofreading exoribonuclease),0.821775
5_SARS-Nsp-16,3_SARS2-Nsp-14 (Proofreading exoribonuclease),0.820652
4_SARS2-Spike TRIMER open,3_SARS2-Nsp-14 (Proofreading exoribonuclease),0.810338
4_SARS2-Nsp-9,3_SARS2-Nsp-14 (Proofreading exoribonuclease),0.819229
4_SARS2-Nsp-16,3_SARS2-Nsp-14 (Proofreading exoribonuclease),0.817769
4_SARS2-Nsp-12,3_SARS2-Nsp-14 (Proofreading exoribonuclease),0.808786
4_SARS-Spike NTD,3_SARS2-Nsp-14 (Proofreading exoribonuclease),0.80624
4_SARS-Nsp-5 (Mpro),3_SARS2-Nsp-14 (Proofreading exoribonuclease),0.819277
4_SARS-Nsp-3 (Papain like),3_SARS2-Nsp-14 (Proofreading exoribonuclease),0.840417
4_SARS-Nsp-16,3_SARS2-Nsp-14 (Proofreading exoribonuclease),0.852461
4_MERS-Spike NTD,3_SARS2-Nsp-14 (Proofreading exoribonuclease),0.831951
3_SARS2-Spike S1 RBD,3_SARS2-Nsp-14 (Proofreading exoribonuclease),0.82495
3_SARS2-Spike NTD,3_SARS2-Nsp-14 (Proofreading exoribonuclease),0.809426
3_SARS2-Nsp-2,3_SARS2-Nsp-14 (Proofreading exoribonuclease),0.810669
3_SARS2-Nsp-16,3_SARS2-Nsp-14 (Proofreading exoribonuclease),0.84317
3_SARS2-Nsp-15 (Uridylate-specific endoribonuclease),3_SARS2-Nsp-14 (Proofreading exoribonuclease),0.818505
3_SARS2-Nsp-12,3_SARS2-Nsp-14 (Proofreading exoribonuclease),0.813464
3_SARS-Spike S1 RBD,3_SARS2-Nsp-14 (Proofreading exoribonuclease),0.822401
3_SARS-Spike NTD,3_SARS2-Nsp-14 (Proofreading exoribonuclease),0.8061
3_SARS-Nsp-3 (Papain like),3_SARS2-Nsp-14 (Proofreading exoribonuclease),0.817907
3_MERS-Spike NTD,3_SARS2-Nsp-14 (Proofreading exoribonuclease),0.803715
3_MERS-Nsp-3 (Papain like),3_SARS2-Nsp-14 (Proofreading exoribonuclease),0.833643
25_SARS2-Spike TRIMER closed,3_SARS2-Nsp-14 (Proofreading exoribonuclease),0.801876
24_SARS2-Spike TRIMER closed,3_SARS2-Nsp-14 (Proofreading exoribonuclease),0.843186
22_SARS2-Spike TRIMER closed,3_SARS2-Nsp-14 (Proofreading exoribonuclease),0.821518
21_SARS2-Spike TRIMER closed,3_SARS2-Nsp-14 (Proofreading exoribonuclease),0.805123
20_SARS2-Spike TRIMER closed,3_SARS2-Nsp-14 (Proofreading exoribonuclease),0.811614
2_SARS2-Spike TRIMER open,3_SARS2-Nsp-14 (Proofreading exoribonuclease),0.839454
2_SARS2-Spike NTD,3_SARS2-Nsp-14 (Proofreading exoribonuclease),0.808337
2_SARS2-Nsp-3,3_SARS2-Nsp-14 (Proofreading exoribonuclease),0.817644
2_SARS2-Nsp-2,3_SARS2-Nsp-14 (Proofreading exoribonuclease),0.814321
2_SARS2-Nsp-16,3_SARS2-Nsp-14 (Proofreading exoribonuclease),0.826024
2_SARS2-Nsp-15 (Uridylate-specific endoribonuclease),3_SARS2-Nsp-14 (Proofreading exoribonuclease),0.813259
2_SARS2-Nsp-14 (Proofreading exoribonuclease),3_SARS2-Nsp-14 (Proofreading exoribonuclease),0.821867
2_SARS2-Nsp-13 (Helicase),3_SARS2-Nsp-14 (Proofreading exoribonuclease),0.827963
2_SARS2-Nsp-12,3_SARS2-Nsp-14 (Proofreading exoribonuclease),0.842273
2_SARS2-Nsp-10,3_SARS2-Nsp-14 (Proofreading exoribonuclease),0.824104
2_SARS-Spike S1 RBD,3_SARS2-Nsp-14 (Proofreading exoribonuclease),0.845486
2_SARS-Spike NTD,3_SARS2-Nsp-14 (Proofreading exoribonuclease),0.834351
2_SARS-Nsp-8,3_SARS2-Nsp-14 (Proofreading exoribonuclease),0.810426
2_SARS-Nsp-3 (Papain like),3_SARS2-Nsp-14 (Proofreading exoribonuclease),0.826602
2_SARS-Nsp-16,3_SARS2-Nsp-14 (Proofreading exoribonuclease),0.834098
2_MERS-Spike RBD,3_SARS2-Nsp-14 (Proofreading exoribonuclease),0.853191
2_MERS-Spike NTD,3_SARS2-Nsp-14 (Proofreading exoribonuclease),0.824193
2_MERS-Nsp-3 (Papain like),3_SARS2-Nsp-14 (Proofreading exoribonuclease),0.800859
19_SARS2-Spike TRIMER closed,3_SARS2-Nsp-14 (Proofreading exoribonuclease),0.840403
18_SARS2-Spike TRIMER open,3_SARS2-Nsp-14 (Proofreading exoribonuclease),0.823293
18_SARS2-Spike TRIMER closed,3_SARS2-Nsp-14 (Proofreading exoribonuclease),0.813103
17_SARS2-Spike TRIMER open,3_SARS2-Nsp-14 (Proofreading exoribonuclease),0.826303
17_SARS2-Spike TRIMER closed,3_SARS2-Nsp-14 (Proofreading exoribonuclease),0.830975
16_SARS2-Spike TRIMER open,3_SARS2-Nsp-14 (Proofreading exoribonuclease),0.810573
15_SARS2-Spike TRIMER open,3_SARS2-Nsp-14 (Proofreading exoribonuclease),0.837981
14_SARS2-Spike TRIMER open,3_SARS2-Nsp-14 (Proofreading exoribonuclease),0.823194
14_SARS2-Spike TRIMER closed,3_SARS2-Nsp-14 (Proofreading exoribonuclease),0.825667
14_SARS2-Nsp-16,3_SARS2-Nsp-14 (Proofreading exoribonuclease),0.826867
14_SARS2-Nsp-12,3_SARS2-Nsp-14 (Proofreading exoribonuclease),0.820439
13_SARS2-Spike TRIMER closed,3_SARS2-Nsp-14 (Proofreading exoribonuclease),0.801767
13_SARS2-Nsp-16,3_SARS2-Nsp-14 (Proofreading exoribonuclease),0.816165
12_SARS2-Nsp-16,3_SARS2-Nsp-14 (Proofreading exoribonuclease),0.800063
12_SARS2-Nsp-12,3_SARS2-Nsp-14 (Proofreading exoribonuclease),0.821137
